,Store,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,StoreType_b,StoreType_c,StoreType_d
1024,1025,1,720.0,11.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1025,1026,1,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
1026,1027,3,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1027,1028,1,150.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1028,1029,1,1590.0,3.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1029,1030,1,36410.0,4.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1030,1031,1,590.0,5.0,2001.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1031,1032,3,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1032,1033,1,7680.0,3.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1033,1034,1,13750.0,4.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1034,1035,1,27150.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1035,1036,3,9560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1036,1037,3,150.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1037,1038,1,17290.0,10.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1038,1039,3,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
1039,1040,1,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1040,1041,1,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
1041,1042,1,3440.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1042,1043,1,420.0,3.0,2006.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1043,1044,1,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
1044,1045,3,26990.0,12.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1045,1046,3,29070.0,4.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1046,1047,1,3750.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1047,1048,3,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1048,1049,1,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1049,1050,3,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
1050,1051,1,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
1051,1052,3,5080.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1052,1053,1,1710.0,7.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1053,1054,3,13190.0,9.0,2013.0,1,45.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1054,1055,1,1980.0,4.0,2009.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1055,1056,3,5350.0,9.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1056,1057,3,3230.0,11.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1057,1058,3,180.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
1058,1059,1,3380.0,4.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1059,1060,3,3430.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1060,1061,3,8110.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1061,1062,1,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
1062,1063,3,6250.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1063,1064,3,420.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1064,1065,1,1290.0,9.0,2013.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
1065,1066,1,3350.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1066,1067,3,12020.0,7.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1067,1068,3,5010.0,9.0,2013.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1068,1069,3,18050.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1069,1070,3,400.0,10.0,2008.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1070,1071,1,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
1071,1072,3,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1072,1073,3,1710.0,9.0,2013.0,1,44.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1073,1074,3,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
1074,1075,3,1410.0,10.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1075,1076,3,90.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1076,1077,1,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
1077,1078,3,670.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1078,1079,1,16680.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1079,1080,1,2410.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1080,1081,1,400.0,3.0,2006.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
1081,1082,1,440.0,4.0,2002.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1082,1083,3,11540.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
1083,1084,1,190.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1084,1085,1,4030.0,2.0,2015.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1085,1086,1,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1086,1087,3,2210.0,11.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1087,1088,1,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1088,1089,1,5220.0,5.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1089,1090,1,330.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1090,1091,3,9990.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1091,1092,1,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1092,1093,3,10450.0,6.0,2009.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1093,1094,1,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1094,1095,1,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1095,1096,3,1130.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
1096,1097,2,720.0,3.0,2002.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
1097,1098,1,1830.0,11.0,2004.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1098,1099,3,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1099,1100,1,540.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1100,1101,3,4060.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1101,1102,1,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1102,1103,3,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
1103,1104,1,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1104,1105,3,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
1105,1106,3,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1106,1107,1,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1107,1108,1,540.0,4.0,2004.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1108,1109,1,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
1109,1110,3,900.0,9.0,2010.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1110,1111,1,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1111,1112,3,1880.0,4.0,2006.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1112,1113,3,9260.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1113,1114,3,870.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1114,1115,3,5350.0,9.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
